Tweet Datetime,Tweet Id,Twitter Name,Twitter @ Name,Twitter User Bio,Twitter User Followers,Twitter User Total Tweets,Tweet Text,Location,Retweets,Favorites,Language,Source
9/23/2021 16:16,1.44107E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Richard S. Caliguiri City of Pittsburgh Great Race is #1 on the Pittsburgh Post Gazette's list of things to do this weekend! Don't miss it! 
@GreatRacePGH @PittsburghPG 

Full list:
https://t.co/iPGUwex5Jk https://t.co/c2KvWTMO0K",,0,3,en,Twitter Web App
9/22/2021 17:27,1.44073E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,Counting down to Great Race weekend! https://t.co/qyIzegFFz7,,0,1,en,Twitter Web App
9/21/2021 14:45,1.44033E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"RT @Pittsburgh: #Pittsburgh is seeking sponsors for the 2022 Independence Day Fireworks.  

Recently, we have taken on the full financial r…",,3,0,en,Twitter Web App
9/20/2021 16:54,1.44E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"The Richard S. Caliguiri City of Pittsburgh @GreatRacePGH is this weekend! Thanks to @PGHTodayLive for featuring this long standing Pittsburgh tradition! Find out more about how you can get involved with the great race at https://t.co/tPvvTpLJnN 

https://t.co/yRN33yUCk0",,1,6,en,Twitter Web App
9/20/2021 16:35,1.43999E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,East Liberty Farmer's Market opens today at 3 pm. Stop by after 5 for a pop up performance from Shadyside Brass! https://t.co/SBg4wVrnJz,,3,9,en,Hootsuite Inc.
9/18/2021 20:39,1.43933E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park 2021 is officially a wrap! Big thank you to the sponsors who make this show happen including Pittsburgh Car Scene, Distinct Automotive Appearance, Misfit Autowerks LLC and a special shout out Drive Magazine who couldnt make it but still supported the show! https://t.co/4SDvOT7Mw3",,2,4,en,Hootsuite Inc.
9/18/2021 18:36,1.4393E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is in full effect! We’ll be here on W Ohio Street until 4 pm with food trucks, auto vendors and of course custom and old school rides! https://t.co/dLS56ytNTG",,0,5,en,Hootsuite Inc.
9/17/2021 20:37,1.43897E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Thanks to @TribLIVE for the write-up on Pistons in the Park this weekend! Check out the article below for more information on what to expect tomorrow from 12 - 4pm in Allegheny Commons Park West!

Event link:
https://t.co/WIvRa01LeU

Trib Live Article:
https://t.co/hi5Va8OYd4",,0,1,en,Twitter Web App
9/16/2021 20:09,1.4386E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park was featured on @PGHTodayLive this morning! Join us this Saturday, from 12 - 4 pm in Allegheny Commons Park West for this  cruise-in style event featuring dash plaques, vendors and food trucks! 

Event link:
https://t.co/VdsClKh7th

https://t.co/oyuoDC5pj2",,1,1,en,Twitter Web App
9/16/2021 12:41,1.43848E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,Getting ready with Misfit Autowerks LLC to go live with Pittsburgh Today Live to talk about Pistons in the Park! https://t.co/7cOf360E9t,,0,1,en,Hootsuite Inc.
9/15/2021 18:30,1.43821E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"RT @Pittsburgh: It’s #ClementeWeek in #Pittsburgh.

Roberto Clemente was posthumously inducted into the Hall of Fame &amp; awarded the Medal of…",,35,0,en,Twitter Web App
9/14/2021 20:20,1.43787E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"You've seen them at our Bach, Beethoven &amp; Brunch Series and now you can catch them at the East Liberty Farmer's Market! Shadyside Brass is playing a pop up concert this Monday, September 20th at the market. Catch them after 5 pm!

Market info:
https://t.co/SQ7KVZOwrH https://t.co/vrWHanRytM",,2,6,en,Hootsuite Inc.
9/14/2021 15:03,1.43779E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@CitiParks @PGHDPW Easily one of the most overlooked parks....pun intended!,,0,1,en,Twitter Web App
9/14/2021 14:31,1.43779E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is this Saturday! Join us in Allegheny Commons Park West for this cruise-in style car show. No registration required, dash plaques to the first 100 participants, auto vendors and food trucks also all on-site. See ya there!

Event Link:
https://t.co/WIvRa01LeU https://t.co/35UWkha29j",,1,10,en,Twitter Web App
9/12/2021 12:01,1.43702E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Squirrel Hill Farmer's Market kicks off at 9 am! Grab some fresh produce, fruits, baked goods, prepared foods and so much more! https://t.co/WdlAsJoO52",,0,8,en,Hootsuite Inc.
9/8/2021 17:06,1.43565E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"September 18th, #Pittsburgh will hold the City's largest competitive volunteer clean-up event of the year--THE GARBAGE OLYMPICS! There is still time to register a new neighborhood team or join an existing team.  Learn more here: https://t.co/1RtB2zPkKi

https://t.co/IxQ0CGpO71",,2,3,en,Twitter Web App
9/7/2021 18:43,1.43531E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,RT @GreatRacePGH: Is your baby ready to crawl their way to their first finish line at Point State Park?! Sign your baby up for the @Dollar_…,,1,0,en,Twitter Web App
9/7/2021 14:46,1.43525E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is less than 2 weeks away! Join us on W Ohio Street in Allegheny Commons Park West on Saturday, Sept. 18th for food, vendors and dash plaques to the first 100 participants. No registration required!

Event info:
https://t.co/WIvRa01LeU https://t.co/FbQiwaxaU9",,4,9,en,Twitter Web App
9/6/2021 13:02,1.43486E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,East Liberty Farmer's Market is closed today for the holiday. We will be back next Monday from 3 - 7 pm! https://t.co/H77LB8H484,,0,0,en,Hootsuite Inc.
9/2/2021 17:11,1.43348E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Check out these proud car owners at Pistons in the Park! This cruise -in style car show is on Saturday, September 18th in Allegheny Commons Park West from 12 - 4pm. No registration required and dash plaques to the first 100 participants! 

Event link:
https://t.co/WIvRa01LeU https://t.co/f8qkAlTw9P",,3,5,en,Twitter Web App
9/1/2021 19:12,1.43315E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Carrick Farmer's Market is still on today! Bring your umbrella and grab some fresh produce, baked goods and more! 

More info:
https://t.co/SQ7KVZOwrH https://t.co/QZpkWHcJn2",,0,3,en,Hootsuite Inc.
8/31/2021 13:39,1.4327E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is Saturday, September 18th from 12 - 4 pm in Allegheny Commons Park West. All makes and models welcome, no registration required and dash plaques to the first 100 participants! 

Event link:
https://t.co/WIvRa01LeU https://t.co/z9LxNsgyjC",,2,8,en,Twitter Web App
8/30/2021 19:17,1.43242E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@DaveDiCello @PGHNorthside @steelers Phenomenal!,,0,0,en,Twitter Web App
8/30/2021 19:02,1.43242E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Another full weekend of events for our office but unfortunately the last of the summer. From Reservoir of Jazz to Run Around the Square, Stars at Riverview, Cinema in the Park and Summer Soul Line Dancing, here are some of the best shots of the weekend! https://t.co/I9VdecMaH9",,0,1,en,Hootsuite Inc.
8/29/2021 21:15,1.43209E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,The musical stylings of Roger Humphries at Reservoir of Jazz! So far the rain has held off and the Jazz is on! We’ll be here until 7 pm weather permitting. https://t.co/0RM1nwvJjx,,3,16,en,Hootsuite Inc.
8/29/2021 15:01,1.432E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"TONIGHT at Reservoir of Jazz!

The legendary Roger Humphries takes the stage in Highland Park! Music runs from 5 - 7 pm and is promptly followed by Summer Soul Line Dancing at the fountain. Don't miss this one!

More info:
https://t.co/p7kWNQjOij https://t.co/HGvyQ07lul",,1,11,en,Hootsuite Inc.
8/28/2021 17:01,1.43166E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"TONIGHT at Stars at Riverview!

Steel City Calypso is the Pittsburgh Region's Premier Steel Drum-Calypso-Reggae-Latin-Funk Band. Led by Pan player Dan Meunier, the group is rounded out by some of the area’s leading musicians.

Music starts at 7 pm sharp! https://t.co/MUm8lhwBfo",,0,0,en,Hootsuite Inc.
8/27/2021 18:01,1.43132E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Thanks to Pittsburgh Magazine for recognizing two of our Farmer's Market vendors as some of the best vegetarian options in Pittsburgh! Catch ShadoBeni and Pure Grub 412 at the Northside Farmer's Market today starting at 3 pm!

 https://t.co/S9kPxfsEx0",,0,1,en,Hootsuite Inc.
8/26/2021 17:01,1.43094E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"This SUNDAY at Reservoir of Jazz!

A man who needs no introduction, the legendary Roger Humphries takes the stage! We've had record crowds this year so be sure to arrive early to secure your spot on the lawn. Music starts at 5 pm! https://t.co/INKOwG1wl9",,2,10,en,Hootsuite Inc.
8/26/2021 13:23,1.43088E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is a no registration required cruise-in event on the Northside! This event features food , vendors, dash plaques to the first 100 participants and is completely free to attend. Join us on September 18th from 12 - 4 pm!

Event Link:
https://t.co/WIvRa01LeU https://t.co/tXKfAEoQRY",,2,5,en,Hootsuite Inc.
8/25/2021 21:50,1.43065E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"@tangythai @Pittsburgh @PittTweet @CarnegieMellon @Citiparks @Dollar_Bank @PittStudents @pittadmissions Hi Anna, any weather updates regarding cancellation will be posted to this page.",,0,0,en,Twitter Web App
8/25/2021 21:18,1.43064E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@Dollar_Bank Cinema in the Park is on Flagstaff Hill tonight! Our feature of Forrest Gump starts at sundown. This is the last showing on Flagstaff Hill for the year so get out here! https://t.co/2YkCtjbIxB,,0,0,en,Hootsuite Inc.
8/25/2021 19:38,1.43062E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"@rabnudam Hi Ashley, we start at sundown which is pretty much right at 8:30 pm this time of year. Hope to see you out there!",,0,1,en,Twitter Web App
8/25/2021 19:01,1.43061E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"This SATURDAY at Stars at Riverview!

Steel City Calypso is the Pittsburgh Region's Premier Steel Drum-Calypso-Reggae-Latin-Funk Band. Led by Pan player Dan Meunier, the group is rounded out by some of the area’s leading musicians.

Music starts at 7 pm sharp! https://t.co/OUcOgQpyIM",,3,11,en,Hootsuite Inc.
8/25/2021 17:20,1.43058E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,More shots from the Historic Hill 5K last Saturday! Thanks to everyone who came out and ran/biked/walked this event in the Historic Hill District. See you all next year! https://t.co/5fOJ591SL1,,0,2,en,Twitter Web App
8/25/2021 16:04,1.43056E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@FourOneTwoPhoto @DowntownPitt @vstpgh @visitPA Nice!,,0,1,en,Twitter Web App
8/25/2021 16:02,1.43056E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,RT @GreatRacePGH: Let the countdown begin! There is ONE MONTH until One Great Race weekend returns to the City of Pittsburgh. Who's ready?!…,,1,0,en,Twitter Web App
8/24/2021 19:19,1.43025E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,RT @GreatRacePGH: Who's ready to grow their Richard S. Caliguiri City of Pittsburgh Great Race shirt collection?! ?? Celebrate your Great Ra…,,3,0,en,Twitter Web App
8/24/2021 13:58,1.43017E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@Salah_al_Dog this is a human friendly event so feel free to bring your humans!,,0,0,en,Twitter Web App
8/24/2021 13:52,1.43017E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is back! Join us on Saturday, September 18th on the Northside for the only City ran car event in Pittsburgh. This event features vendors, food trucks and dash plaques to the first 100 participants! No registration required.
Event page:
https://t.co/WIvRa01LeU https://t.co/6Gjrsocuzr",,2,5,en,Twitter Web App
8/23/2021 22:30,1.42993E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"@Dollar_Bank Cinema in the Park is  in Highland Park tonight! Catch Lion King (2019) at sundown.

https://t.co/FASLyNNykM",,1,1,en,TweetDeck
8/23/2021 20:23,1.4299E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Did you know that 16% of #FarmersMarket farmers are under 35? Markets allow them to start small and grow their businesses! East Liberty Farmer's Market opened at 3 pm today. Get out there and support! https://t.co/CDOBDapGGz

Full schedule:
https://t.co/SQ7KVZOwrH https://t.co/xcUxi1XAwy",,0,1,en,Twitter Web App
8/23/2021 13:50,1.4298E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,Good vibes only at the Historic Hill 5K on Saturday! This race in the Historic Hill District continues to grow every year and is our only 5k to feature a bike ride! https://t.co/18Lhv4rf0w,,2,14,en,Hootsuite Inc.
8/23/2021 13:36,1.4298E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@Citiparks Good times!,,0,0,en,Twitter Web App
8/23/2021 13:33,1.4298E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,@yinzzzerr @Pittsburgh Some iconic shots in here! Nice work.,,0,1,en,Twitter Web App
8/23/2021 0:56,1.42961E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,It’s the final@Dollar_Bank Cinema in the Park at Schenley Plaza tonight! It may be too late to catch tonight’s feature of Lion King (2019) but you can catch it 5 other nights this week in the park! Find the full schedule at https://t.co/FASLyNNykM https://t.co/pIeAOyoABZ,,0,6,en,Hootsuite Inc.
8/22/2021 21:41,1.42956E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,The David Throckmorton Quartet is live at Reservoir of Jazz! https://t.co/AYpy7T2pCD,,3,19,en,Hootsuite Inc.
8/22/2021 15:00,1.42946E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,Only two Sundays left in August for Summer Soul Line Dancing in Highland Park! This event takes place immediately after our Reservoir of Jazz Concert Series. TONIGHT you can catch David Throckmorton on stage from 5 - 7 pm and Summer Soul Line Dancing  from 7 - 9 pm! https://t.co/2n5umqCENw,,3,7,en,Hootsuite Inc.
8/22/2021 0:51,1.42924E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Scenes from CBMG Unity Band at our Stars of Riverview Concert Series. There’s still one more concert left for this jazz series in Riverview Park! Join us next Saturday from 7-8:30 pm for some live music in the park!

More info at:
https://t.co/xwPOT1aGKd https://t.co/vSjyKglr6I",,3,7,en,Hootsuite Inc.
8/21/2021 19:00,1.42916E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Tonight at Stars at Riverview! CBMG Unity Band hits the stage from 7 - 8:30 pm followed immediately by our Cinema in the Park Program. Music starts at 7 pm and our feature of Monster Hunter starts at sundown! 

More info:
https://t.co/xwPOT1aGKd https://t.co/xyTzDFOnxc",,0,0,en,Hootsuite Inc.
8/21/2021 11:20,1.42904E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"The Historic Hill 5K is on! Day of registration for this run/walk/ride is $25 cash or check and includes coffee courtesy of  CARES Communitea Cafe , snacks from  Wise Chips and t-shirts while supplies last! Join us at Freedom Corner this morning for this 8 am 5k! https://t.co/7DWlGA6Nki",,1,4,en,Hootsuite Inc.
8/20/2021 18:36,1.42879E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,RT @Dollar_Bank: Looking for weekend plans? Enjoy #freemovies in #Pittsburgh parks with the @PghEventsOffice Dollar Bank Cinema in the Park…,,2,0,en,Hootsuite Inc.
8/20/2021 13:01,1.4287E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"Pistons in the Park is back! Join us on September 18th for this cruise in style car event. No registration required! The event runs from 12 - 4 pm but participants may arrive as early as 10 am. Check out the event page for more info!

Event page:
https://t.co/WIvRa01LeU https://t.co/ZCVRVRoq9j",,2,3,en,Hootsuite Inc.
8/19/2021 22:00,1.42848E+18,Pittsburgh Special Events,PghEventsOffice,Official account of the City of @Pittsburgh's Office of Special Events. Follow for updates on summer events and concerts! Not monitored 24/7.,3445,1808,"@Dollar_Bank Cinema in the Park is on in Brookline tonight! Our feature of Raya &amp; the Last Dragon starts at sundown!

Full schedule:
https://t.co/FASLyNNykM https://t.co/p6vip2rJ0f",,1,1,en,Hootsuite Inc.
